"","match","pf_o_int","attr_o","intel_o","fun_o","prob_o","attr","fun","shar","prob"
"3794","0",0.5,0.4,0.368421052631579,0.316666666666667,0.3,0.7,0.7,0.5,0.5
"3795","0",0.1,0.405405405405405,0.324324324324324,0.308108108108108,0.7,0.6,0.6,0.4,0.3
"3796","0",0.3,0.294117647058823,0.411764705882353,0.335294117647059,0.4,0.9,0.8,0.6,0.2
"3797","0",0.2,0.333333333333333,0.4,0.295555555555556,0.7,0.8,0.8,0.8,0.7
"3798","0",0.6,0.267857142857143,0.428571428571429,0.339285714285714,0.3,0.6,0.6,0.5,0.2
"3799","0",0.3,0.290697674418605,0.418604651162791,0.309302325581395,0.7,0.7,0.7,0.6,0.4
"3800","0",0.4,0.581395348837209,0.465116279069767,0.176744186046512,0.5,1,0.6,0.5,0.2
"3801","0",0.42,0.258620689655172,0.482758620689655,0.262068965517241,0.4,0.8,0.8,0.3,0.3
"3802","0",0.36,0.131578947368421,0.421052631578947,0.45,0.5,0.8,0.9,0.5,0.5
"3803","1",0.4,0.35,0.36,0.342,0.6,0.8,0.7,0.5,0.2
"3804","0",0.5,0.394736842105263,0.368421052631579,0.25,0.6,0.5,0.7,0.7,0.1
"3805","0",0.56,0.465116279069767,0.325581395348837,0.353488372093023,0.6,0.5,0.7,0.3,0
"3806","0",0,0.4,0.368421052631579,0.316666666666667,0.1,0.8,0.8,0,0
"3807","0",0.4,0.476190476190476,0.380952380952381,0.361904761904762,0.6,0.4,0.7,0.3,0.2
"3808","0",0.56,0.465116279069767,0.372093023255814,0.397674418604651,0.4,0.9,0.9,0.5,0.2
"3809","0",0.6,0.365853658536585,0.390243902439024,0.370731707317073,0.3,0.6,0.9,0.3,0.5
"3810","0",0.4,0.348837209302326,0.418604651162791,0.309302325581395,0.6,0.7,0.6,0.3,0.3
"3811","1",0.4,0.416666666666667,0.333333333333333,0.316666666666667,0.6,0.9,0.9,0.8,0.8
"3812","0",0.2,0.416666666666667,0.333333333333333,0.316666666666667,0.1,0.8,0.9,0.5,0.7
"3813","0",0.5,0.4,0.368421052631579,0.316666666666667,0.4,0.6,0.6,0.3,0.2
"3814","0",0.5,0.416666666666667,0.333333333333333,0.316666666666667,0.6,0.6,0.7,0.6,0.6
"3815","0",0.5,0.465116279069767,0.372093023255814,0.309302325581395,0.5,0.6,0.9,0.5,0.5
"3816","0",0.1,0.4,0.368421052631579,0.316666666666667,0.7,0.6,0.7,0.6,0.5
"3817","1",0.3,0.394736842105263,0.368421052631579,0.35,0.4,0.5,0.7,0.7,0.1
"3818","1",0.2,0.397727272727273,0.363636363636364,0.345454545454546,0.6,0.6,1,0.5,0.6
"3819","1",0.6,0.297619047619048,0.380952380952381,0.316666666666667,0.5,0.8,0.9,0.7,0.6
"3820","0",0.3,0.290697674418605,0.372093023255814,0.353488372093023,0.6,0.4,0.8,0.2,0.4
"3821","1",0.4,0.319148936170213,0.425531914893617,0.323404255319149,0.7,1,1,0.7,0.4
"3822","0",0.42,0.25,0.4,0.38,0.6,0.9,0.4,0.3,0.4
"3823","0",0.36,0.403225806451613,0.32258064516129,0.306451612903226,0.1,0.3,0.5,0.3,0.3
"3824","1",0.4,0.326086956521739,0.347826086956522,0.330434782608696,0.6,0.6,0.8,0.6,0.6
"3825","0",0.5,0.328947368421053,0.368421052631579,0.35,0.7,0.5,0.5,0.5,0.6
"3826","0",0.56,0.465116279069767,0.27906976744186,0.353488372093023,0.8,0.5,0.6,0.6,0.5
"3827","0",0,0.4,0.368421052631579,0.316666666666667,0.3,0.6,0.7,0.6,0.6
"3828","0",0.4,0.277777777777778,0.518518518518518,0.351851851851852,0.4,0.3,0.7,0.3,0.3
"3829","1",0.56,0.416666666666667,0.428571428571429,0.316666666666667,0.5,0.7,0.8,0.5,0.6
"3830","1",0.6,0.406976744186047,0.325581395348837,0.353488372093023,0.5,0.5,0.7,0.6,0.6
"3831","0",0.4,0.543478260869565,0.521739130434783,0.247826086956522,0.1,0.4,0.3,0.5,0.3
"3832","1",0.4,0.416666666666667,0.333333333333333,0.316666666666667,0.3,0.8,0.5,0.6,0.5
"3833","0",0.2,0.416666666666667,0.333333333333333,0.316666666666667,1,0.4,0.8,0.4,0.3
"3834","0",0.5,0.4,0.368421052631579,0.316666666666667,0.3,0.7,0.6,0.5,0.6
"3835","0",0.5,0.416666666666667,0.333333333333333,0.316666666666667,0.7,0.2,0.2,0.7,0.4
"3836","0",0.5,0.4,0.368421052631579,0.316666666666667,0.3,0.4,0.7,0.5,0.5
"3837","0",0.1,0.408163265306122,0.326530612244898,0.310204081632653,0.8,0.2,0.4,0.5,0.3
"3838","0",0.3,0.326086956521739,0.434782608695652,0.247826086956522,0.3,0.8,0.7,0.6,0.6
"3839","0",0.2,0.512820512820513,0.256410256410256,0.243589743589744,0.4,0.6,0.8,0.8,0.8
"3840","0",0.6,0.241935483870968,0.451612903225806,0.306451612903226,0.2,0.5,0.7,0.5,0.4
"3841","0",0.3,0.328947368421053,0.368421052631579,0.3,0.5,0.7,0.3,0.5,0.4
"3842","0",0.4,0.340909090909091,0.454545454545455,0.302272727272727,0.7,0.6,0.7,0.6,0.4
"3843","0",0.42,0.378787878787879,0.424242424242424,0.345454545454546,0.5,0.3,0.4,0.4,0.4
"3844","0",0.36,0.297619047619048,0.428571428571429,0.180952380952381,0.4,0.6,0.4,0.9,0.3
"3845","0",0.4,0.666666666666667,0.266666666666667,0,0.4,0.5,0.4,0.3,0.1
"3846","0",0.5,0.428571428571429,0.4,0.217142857142857,0.5,0.8,0.5,0.8,0.1
"3847","0",0.56,0.340909090909091,0.545454545454545,0.172727272727273,0.3,0.6,0.4,0.8,0.2
"3848","0",0,0.337837837837838,0.378378378378378,0.256756756756757,0.2,0.5,0.5,0.4,0.2
"3849","0",0.4,0.357142857142857,0.4,0.271428571428571,0.5,0.5,0.5,0.7,0.3
"3850","0",0.56,0.46875,0.5625,0.178125,0.4,0.6,0.5,0.3,0.2
"3851","0",0.6,0.234375,0.5,0.178125,0.2,0.8,0.5,0.4,0.3
"3852","1",0.4,0.454545454545455,0.484848484848485,0.287878787878788,0.3,0.9,0.3,0.2,0.3
"3853","0",0.4,0.625,0.5,0,0.2,0.9,0.8,0.2,0.2
"3854","0",0.2,0.416666666666667,0.333333333333333,0.316666666666667,1,0.6,0.7,0.6,0.5
"3855","0",0.5,0.4,0.368421052631579,0.316666666666667,0.1,0.8,0.4,0.2,0.2
"3856","0",0.5,0.416666666666667,0.333333333333333,0.316666666666667,0.7,0.5,0.2,0.2,0.2
"3857","0",0.5,0.4,0.368421052631579,0.316666666666667,0.3,0.6,0.4,0.6,0.2
"3858","0",0.1,0.337837837837838,0.378378378378378,0.256756756756757,0.7,0.6,0.5,0.3,0.2
"3859","0",0.3,0.3,0.4,0.228,0.3,0.6,0.6,0.7,0.2
"3860","0",0.2,0.375,0.5,0.285,0.1,0.6,0.6,0.1,0.2
"3861","0",0.6,0.288461538461538,0.461538461538462,0.219230769230769,0.2,0.9,0.3,0.3,0.2
"3862","0",0.3,0.25,0.45,0.285,0.5,0.6,0.6,0.3,0.2
"3863","0",0.4,0.416666666666667,0.466666666666667,0.19,0.4,0.9,0.4,0.2,0.2
"3864","0",0.42,0.454545454545455,0.363636363636364,0.259090909090909,0.3,0.6,0.4,0.3,0.3
"3865","0",0.36,0.444444444444444,0.4,0.295555555555556,0.6,0.5,0.4,0.2,0.7
"3866","0",0.4,0.408163265306122,0.326530612244898,0.310204081632653,0.8,0.4,0.4,0.1,0.6
"3867","0",0.5,0.375,0.4,0.285,0.7,0.5,0.3,0.6,0.2
"3868","0",0.56,0.625,0.333333333333333,0.263888888888889,0.2,0.4,0.5,0.1,0.6
"3869","0",0,0.4,0.368421052631579,0.316666666666667,0.2,0.4,0.4,0.6,0.2
"3870","0",0.4,0.476190476190476,0.380952380952381,0.361904761904762,0.7,0.4,0.3,0.6,0.6
"3871","0",0.56,0.48780487804878,0.390243902439024,0.324390243902439,0.65,0.7,0.6,0.3,0.7
"3872","0",0.6,0.5,0.35,0.38,0.1,0.3,0.3,0.6,0.5
"3873","0",0.4,0.432692307692308,0.384615384615385,0.292307692307692,0.6,0.4,0.3,0.5,0.5
"3874","0",0.4,0.416666666666667,0.333333333333333,0.316666666666667,0.3,0.4,0.5,0.6,0.5
"3875","0",0.2,0.416666666666667,0.333333333333333,0.316666666666667,1,0.2,1,0.6,0.7
"3876","0",0.5,0.4,0.368421052631579,0.316666666666667,0.5,0.6,0.8,0.5,0.5
"3877","0",0.5,0.416666666666667,0.333333333333333,0.316666666666667,0.75,0.2,0.2,0.1,0.5
"3878","0",0.5,0.4,0.368421052631579,0.316666666666667,0.4,0.4,0.3,0.5,0.5
"3879","0",0.1,0.4,0.368421052631579,0.316666666666667,0.6,0.2,0,0,0.5
"3880","1",0.3,0.486111111111111,0.388888888888889,0.316666666666667,0.3,0.6,0.7,0.6,0.5
"3881","1",0.2,0.476190476190476,0.380952380952381,0.361904761904762,0.7,0.7,0.7,0.6,0.7
"3882","0",0.6,0.25,0.35,0.3325,0.4,0.8,0.2,0,0
"3883","1",0.3,0.380434782608696,0.391304347826087,0.330434782608696,0.7,0.7,0.9,0.6,0.8
"3884","1",0.4,0.426829268292683,0.390243902439024,0.231707317073171,0.8,0.6,0.6,0,0.3
"3885","0",0.42,0.483870967741935,0.387096774193548,0.306451612903226,0.5,0.4,0.5,0,0.5
"3886","0",0.36,0.576923076923077,0.256410256410256,0.292307692307692,0.5,0.4,0.5,0.5,0.6
"3887","0",0.4,0.46875,0.375,0.2375,0.5,0.4,0.5,0.4,0.6
"3888","0",0.5,0.367647058823529,0.411764705882353,0.279411764705882,0.7,0.6,0.4,0.4,0.6
"3889","0",0.56,0.446428571428571,0.214285714285714,0.339285714285714,0.3,0.5,0.6,0.6,0.6
"3890","0",0,0.4,0.368421052631579,0.316666666666667,0.1,0.6,0.5,0.6,0.6
"3891","0",0.4,0.4,0.368421052631579,0.316666666666667,0.3,0.4,0.5,0.5,0.6
"3892","0",0.56,0.441176470588235,0.470588235294118,0.223529411764706,0.6,0.6,0.5,0.5,0.6
"3893","0",0.6,0.416666666666667,0.333333333333333,0.316666666666667,0.3,0.4,0.4,0.4,0.6
"3894","0",0.4,0.367647058823529,0.352941176470588,0.391176470588235,0.1,0.4,0.3,0.4,0.6
"3895","0",0.4,0.4,0.368421052631579,0.316666666666667,0.7,0.6,0.6,0.7,0.6
"3896","0",0.2,0.416666666666667,0.333333333333333,0.316666666666667,0.1,0.3,0.5,0.4,0.7
"3897","0",0.5,0.4,0.368421052631579,0.316666666666667,0.3,0.3,0.6,0.6,0.6
"3898","0",0.5,0.416666666666667,0.333333333333333,0.316666666666667,0.6,0.3,0.6,0.4,0.6
"3899","0",0.5,0.4,0.368421052631579,0.316666666666667,0.3,0.3,0.6,0.4,0.6
"3900","0",0.1,0.432692307692308,0.346153846153846,0.328846153846154,0.8,0.3,0.4,0.5,0.3
"3901","0",0.3,0.357142857142857,0.285714285714286,0.271428571428571,0.3,0.5,0.6,0.4,0.6
"3902","0",0.2,0.546875,0.3125,0.296875,0.3,0.5,0.6,0.5,0.6
"3903","0",0.6,0.4,0.4,0.38,0.3,0.4,0.4,0.4,0.6
"3904","0",0.3,0.357142857142857,0.380952380952381,0.316666666666667,0.7,0.4,0.6,0.7,0.6
"3905","0",0.4,0.357142857142857,0.4,0.217142857142857,0.4,0.5,0.7,0.7,0.6
"3906","0",0.42,0.426829268292683,0.341463414634146,0.324390243902439,0.6,0.4,0.5,0.5,0.6
"3907","1",0.36,0.510204081632653,0.36734693877551,0.23265306122449,1,0.9,0.8,0.7,0.7
"3908","1",0.4,0.377358490566038,0.339622641509434,0.286792452830189,0.8,0.8,0.8,0.8,0.7
"3909","0",0.5,0.5,0.355555555555556,0.295555555555556,0.7,0.8,0.6,0.6,0.5
"3910","1",0.56,0.425531914893617,0.340425531914894,0.323404255319149,0.6,0.7,0.7,0.8,0.6
"3911","1",0,0.4,0.368421052631579,0.316666666666667,0.4,0.7,0.6,0.7,0.5
"3912","0",0.4,0.4,0.368421052631579,0.316666666666667,0.7,0.6,0.7,0.6,0.6
"3913","1",0.56,0.408163265306122,0.36734693877551,0.310204081632653,0.8,0.95,0.8,0.8,0.7
"3914","0",0.6,0.365853658536585,0.341463414634146,0.324390243902439,0.2,0.5,0.7,0.5,0.5
"3915","0",0.4,0.510204081632653,0.326530612244898,0.310204081632653,0.4,0.5,0.5,0.4,0.5
"3916","0",0.4,0.416666666666667,0.333333333333333,0.316666666666667,0.6,0.7,0.7,0.5,0.5
"3917","0",0.2,0.416666666666667,0.333333333333333,0.316666666666667,1,0.5,0.6,0.5,0.8
"3918","0",0.5,0.4,0.368421052631579,0.316666666666667,0.5,0.8,0.6,0.6,0.5
"3919","0",0.5,0.416666666666667,0.333333333333333,0.316666666666667,0.85,0.6,0.5,0.6,0.5
"3920","0",0.5,0.4,0.368421052631579,0.316666666666667,0.4,0.5,0.6,0.4,0.4
"3921","0",0.1,0.432692307692308,0.346153846153846,0.328846153846154,0.7,0.5,0.4,0.6,0.5
"3922","1",0.3,0.403225806451613,0.387096774193548,0.306451612903226,0.4,0.7,0.7,0.6,0.6
"3923","1",0.2,0.543478260869565,0.347826086956522,0.247826086956522,0.3,0.5,0.6,0.8,0.4
"3924","1",0.6,0.478723404255319,0.340425531914894,0.323404255319149,0.7,0.8,0.8,0.8,0.6
"3925","0",0.3,0.432692307692308,0.346153846153846,0.328846153846154,0.7,0.5,0.7,0.8,0.6
"3926","1",0.4,0.444444444444444,0.311111111111111,0.295555555555556,0.5,0.9,0.8,0.7,0.6
"3927","1",0.42,0.5,0.4,0.253333333333333,0.7,0.7,0.6,0.7,0.5
"3928","0",0.36,0.511363636363636,0.363636363636364,0.215909090909091,0.6,0.6,0.6,0.8,0.7
"3929","1",0.4,0.444444444444444,0.355555555555556,0.295555555555556,0.7,0.8,0.7,0.7,0.7
"3930","0",0.5,0.48780487804878,0.341463414634146,0.231707317073171,0.7,0.6,0.4,0.4,0.4
"3931","0",0.56,0.441176470588235,0.313725490196078,0.335294117647059,0.9,0.6,0.6,0.3,0.8
"3932","0",0,0.4,0.368421052631579,0.316666666666667,0.2,0.8,0.6,0.7,0.7
"3933","0",0.4,0.337837837837838,0.432432432432432,0.35945945945946,0.5,0.5,0.6,0.3,0.7
"3934","1",0.56,0.444444444444444,0.4,0.337777777777778,0.3,0.8,0.6,0.5,0.7
"3935","0",0.6,0.444444444444444,0.355555555555556,0.337777777777778,0.5,0.5,0.8,0.8,0.8
"3936","0",0.4,0.4,0.4,0.266,0.5,0.6,0.5,0.5,0.7
"3937","0",0.4,0.4,0.368421052631579,0.316666666666667,0.7,0.6,0.7,0.5,0.5
"3938","1",0.2,0.384615384615385,0.346153846153846,0.328846153846154,0.9,0.7,0.6,0.3,0.9
"3939","0",0.5,0.4,0.368421052631579,0.316666666666667,0.4,0.6,0.7,0.4,0.5
"3940","0",0.5,0.416666666666667,0.333333333333333,0.316666666666667,0.8,0.6,0.6,0.5,1
"3941","0",0.5,0.4,0.368421052631579,0.316666666666667,0.4,0.7,0.6,0.4,0.7
"3942","0",0.1,0.425531914893617,0.340425531914894,0.323404255319149,0.7,0.6,0.8,0.2,0.6
"3943","1",0.3,0.416666666666667,0.388888888888889,0.316666666666667,0.3,0.7,0.7,0.6,0.6
"3944","1",0.2,0.416666666666667,0.37037037037037,0.316666666666667,0.6,0.8,0.7,0.4,0.7
"3945","0",0.6,0.486111111111111,0.388888888888889,0.316666666666667,0.4,0.9,0.5,0.5,0.6
"3946","1",0.3,0.365853658536585,0.390243902439024,0.278048780487805,0.7,0.7,0.8,0.8,0.7
"3947","0",0.4,0.4375,0.35,0.285,0.7,0.8,0.9,0.2,0.5
"3948","0",0.42,0.48780487804878,0.390243902439024,0.324390243902439,0.6,0.8,0.7,0.5,0.6
"3949","0",0.36,0.285714285714286,0.4,0.271428571428571,0.1,0.5,0.4,0.6,0.6
"3950","0",0.4,0.333333333333333,0.466666666666667,0.253333333333333,0.4,0.4,0.5,0.4,0.4
"3951","0",0.5,0.416666666666667,0.380952380952381,0.271428571428571,0.7,0.5,0.5,0.4,0.5
"3952","1",0.56,0.426829268292683,0.390243902439024,0.324390243902439,0.7,0.7,0.7,0.8,0.6
"3953","0",0,0.4,0.368421052631579,0.316666666666667,0.3,0.5,0.6,0.7,0.5
"3954","0",0.4,0.428571428571429,0.342857142857143,0.38,0.3,0.5,0.4,0.6,0.4
"3955","1",0.56,0.406976744186047,0.418604651162791,0.353488372093023,0.5,0.6,0.5,0.5,0.6
"3956","1",0.6,0.444444444444444,0.355555555555556,0.337777777777778,0.4,0.6,0.7,0.6,0.6
"3957","1",0.4,0.35,0.4,0.228,0.7,0.6,0.5,0.6,0.7
"3958","1",0.4,0.416666666666667,0.333333333333333,0.316666666666667,0.7,0.6,0.7,0.6,0.5
"3959","0",0.2,0.297619047619048,0.428571428571429,0.226190476190476,0.9,0.5,0.5,0.5,0.5
"3960","0",0.5,0.4,0.368421052631579,0.316666666666667,0.3,0.5,0.6,0.6,0.6
"3961","0",0.5,0.416666666666667,0.333333333333333,0.316666666666667,0.6,0.4,0.4,0.4,0.4
"3962","0",0.5,0.4,0.368421052631579,0.316666666666667,0.4,0.5,0.4,0.5,0.4
"3963","0",0.1,0.448717948717949,0.358974358974359,0.341025641025641,0.5,0.4,0.5,0.4,0.4
"3964","0",0.3,0.344827586206897,0.344827586206897,0.393103448275862,0.3,0.6,0.6,0.6,0.5
"3965","0",0.2,0.390625,0.4375,0.296875,0.3,0.6,0.4,0.5,0.5
"3966","0",0.6,0.294117647058823,0.470588235294118,0.279411764705882,0.3,0.5,0.4,0.5,0.5
"3967","0",0.3,0.365853658536585,0.390243902439024,0.324390243902439,0.5,0.4,0.5,0.5,0.5
"3968","0",0.4,0.460526315789474,0.421052631578947,0.2,0.4,0.7,0.6,0.6,0.5
"3969","0",0.42,0.441176470588235,0.352941176470588,0.279411764705882,0.4,0.6,0.5,0.5,0.5
"3970","0",0.36,0.546875,0.3125,0.35625,0.2,0.6,0.5,0.6,0.5
"3971","0",0.4,0.535714285714286,0.285714285714286,0.407142857142857,0.4,0.5,0.5,0.6,0.5
"3972","0",0.5,0.5,0.342857142857143,0.325714285714286,0.6,0.6,0.5,0.4,0.5
"3973","0",0.56,0.4375,0.2,0.4275,0.7,0.4,0.4,0.5,0.4
"3974","0",0,0.4,0.368421052631579,0.316666666666667,0.2,0.6,0.5,0.5,0.4
"3975","0",0.4,0.390625,0.4375,0.296875,0.4,0.4,0.4,0.2,0.4
"3976","0",0.56,0.642857142857143,0.342857142857143,0.217142857142857,0.5,0.7,0.6,0.6,0.6
"3977","0",0.6,0.46875,0.375,0.296875,0.3,0.5,0.4,0.6,0.5
"3978","0",0.4,0.416666666666667,0.466666666666667,0.253333333333333,0.2,0.4,0.3,0.4,0.4
"3979","1",0.4,0.416666666666667,0.333333333333333,0.316666666666667,0.5,0.7,0.7,0.6,0.5
"3980","0",0.2,0.454545454545455,0.327272727272727,0.310909090909091,0.9,0.4,0.4,0.4,0.6
"3981","0",0.5,0.4,0.368421052631579,0.316666666666667,0.1,0.5,0.3,0.4,0.4
"3982","0",0.5,0.416666666666667,0.333333333333333,0.316666666666667,0.6,0.4,0.4,0.6,0.6
"3983","0",0.5,0.4,0.368421052631579,0.316666666666667,0.5,0.5,0.4,0.4,0.6
"3984","0",0.1,0.5,0.355555555555556,0.38,0.7,0.4,0.4,0.4,0.4
"3985","0",0.3,0.520833333333333,0.25,0.2375,0.3,0.7,0.6,0.6,0.6
"3986","0",0.2,0.625,0.4,0.285,0.1,0.4,0.7,0.6,0.7
"3987","0",0.6,0.258620689655172,0.413793103448276,0.393103448275862,0.4,0.6,0.6,0.7,0.6
"3988","0",0.3,0.337837837837838,0.378378378378378,0.308108108108108,0.5,0.4,0.6,0.6,0.6
"3989","0",0.4,0.397727272727273,0.318181818181818,0.302272727272727,0.7,0.7,0.6,0.7,0.6
"3990","1",0.42,0.48780487804878,0.292682926829268,0.370731707317073,0.7,0.6,0.7,0.6,0.6
"3991","0",0.36,0.535714285714286,0.333333333333333,0.316666666666667,0.1,0.4,0.6,0.6,0.5
"3992","0",0.4,0.444444444444444,0.355555555555556,0.295555555555556,0.7,0.4,0.8,0.8,0.7
"3993","0",0.5,0.472972972972973,0.324324324324324,0.308108108108108,0.7,0.7,0.7,0.6,0.7
"3994","0",0.56,0.460526315789474,0.263157894736842,0.3,0.3,0.6,0.7,0.6,0.7
"3995","0",0,0.4,0.368421052631579,0.316666666666667,0,0.7,0.7,0.7,0.8
"3996","0",0.4,0.546875,0.4375,0.2375,0.2,0.5,0.6,0.6,0.7
"3997","0",0.56,0.448717948717949,0.256410256410256,0.341025641025641,0.3,0.8,0.8,0.7,0.8
"3998","0",0.6,0.416666666666667,0.333333333333333,0.316666666666667,0.2,0.2,0.1,0.6,0.8
"3999","0",0.4,0.681818181818182,0.181818181818182,0.345454545454546,0.5,0.7,0.7,0.8,0.9
"4000","0",0.4,0.46875,0.333333333333333,0.316666666666667,0.4,0.6,0.8,0.7,0.7
"4001","0",0.2,0.416666666666667,0.333333333333333,0.316666666666667,0.6,0.5,0.6,0.6,0.8
"4002","0",0.5,0.4,0.368421052631579,0.316666666666667,0.4,0.3,0.5,0.5,0.6
"4003","0",0.5,0.416666666666667,0.333333333333333,0.316666666666667,0.8,0.4,0.4,0.4,0.8
"4004","0",0.5,0.4,0.368421052631579,0.316666666666667,0.5,0.3,0.7,0.5,0.5
"4005","0",0.1,0.531914893617021,0.382978723404255,0.323404255319149,0.6,0.2,0.5,0.4,0.4
"4006","0",0.3,0.648148148148148,0.296296296296296,0.281481481481481,0.3,0.5,0.7,0.5,0.6
"4007","0",0.2,0.6,0.32,0.456,0.2,0.6,0.6,0.4,0.7
"4008","0",0.6,0.588235294117647,0.352941176470588,0.335294117647059,0.5,0.7,0.7,0.6,0.7
"4009","0",0.3,0.416666666666667,0.333333333333333,0.271428571428571,0.6,0.5,0.6,0.6,0.8
"4010","0",0.4,0.333333333333333,0.266666666666667,0.38,0.8,0.6,0.7,0.7,0.7
"4011","0",0.42,0.4,0.368421052631579,0.316666666666667,0.7,0.6,0.6,0.6,0.8
"4012","0",0.5,0.46875,0.4375,0.35625,0.8,0.4,0.7,0.3,0.2
"4013","0",0.2,0.347222222222222,0.388888888888889,0.316666666666667,0.6,0.1,0.5,0.4,0.2
"4014","0",0.5,0.555555555555556,0.444444444444444,0.140740740740741,0.5,0.8,0.7,0.5,0.3
"4015","0",0.333333333333333,0.405405405405405,0.324324324324324,0.308108108108108,0.6,0.6,0.8,0.8,0.1
"4016","0",0.4,0.5,0.342857142857143,0.271428571428571,0.8,0.7,0.5,0.8,0.1
"4017","0",0.6,0.367647058823529,0.470588235294118,0.335294117647059,0,0.7,0.5,0.1,0.1
"4018","0",0.4,0.446428571428571,0.642857142857143,0.271428571428571,0.1,0.8,0.8,0.6,0.2
"4019","0",0.38,0.426829268292683,0.439024390243902,0.278048780487805,0.5,0.4,0.6,0.4,0.1
"4020","0",0.38,0.3125,0.4,0.2375,0.3,0.2,0.7,0.9,0.1
"4021","0",0.4,0.375,0.4,0.285,0.5,0.2,0.5,0.4,0.1
"4022","0",0.4,0.441176470588235,0.352941176470588,0.335294117647059,0.7,0.2,0.9,0.5,0.4
"4023","0",0.4,0.384615384615385,0.384615384615385,0.328846153846154,0.5,0.2,0.9,0.4,0.5
"4024","0",0.5,0.258620689655172,0.413793103448276,0.327586206896552,0.3,0.5,0.5,0.3,0.1
"4025","0",0.9,0.428571428571429,0.342857142857143,0.217142857142857,0.3,0.5,0.4,0.9,0.4
"4026","0",0.4,0.347222222222222,0.5,0.211111111111111,0.7,0.8,0.7,0.6,0.6
"4027","0",0.2,0.333333333333333,0.4,0.316666666666667,0.6,0.9,0.6,0.7,0.5
"4028","1",0.4,0.4,0.368421052631579,0.316666666666667,0.7,1,0.6,0.6,1
"4029","0",0.6,0.333333333333333,0.355555555555556,0.253333333333333,0.7,0.9,0.5,0.7,0.6
"4030","0",0.38,0.390625,0.375,0.2375,0.6,0.4,0.5,0.5,0.1
"4031","0",0.8,0.428571428571429,0.4,0.271428571428571,0.5,0.7,0.6,0.4,0.2
"4032","0",0.5,0.294117647058823,0.411764705882353,0.335294117647059,0.5,0.9,0.7,0.5,0.1
"4033","1",0.5,0.303030303030303,0.363636363636364,0.345454545454546,0.8,0.7,0.9,0.7,1
"4034","1",0.2,0.357142857142857,0.333333333333333,0.316666666666667,0.7,0.5,0.7,0.8,0.7
"4035","0",0.5,0.526315789473684,0.315789473684211,0.3,0.3,0.6,0.6,0.3,0.8
"4036","0",0.333333333333333,0.416666666666667,0.333333333333333,0.316666666666667,0.6,0.2,0.4,0.4,0.3
"4037","0",0.4,0.441176470588235,0.352941176470588,0.279411764705882,0.7,0.4,0.5,0.6,0.7
"4038","0",0.6,0.357142857142857,0.4,0.38,0.2,0.6,0.8,0.8,0.6
"4039","0",0.4,0.4,0.368421052631579,0.316666666666667,0.6,0.7,0.6,0.6,0.6
"4040","0",0.38,0.403225806451613,0.451612903225806,0.306451612903226,0.3,0.8,0.5,0.5,0.2
"4041","0",0.38,0.4,0.368421052631579,0.316666666666667,0.3,0.3,0.6,0.2,0.4
"4042","0",0.4,0.347222222222222,0.388888888888889,0.316666666666667,0.5,0.3,0.5,0.5,0.5
"4043","0",0.4,0.426829268292683,0.390243902439024,0.324390243902439,0.2,0.4,0.6,0.5,0.7
"4044","1",0.4,0.444444444444444,0.355555555555556,0.295555555555556,0.2,0.7,0.9,0.9,0.6
"4045","1",0.5,0.348837209302326,0.372093023255814,0.353488372093023,0.6,0.6,0.8,0.8,0.6
"4046","0",0.9,0.446428571428571,0.428571428571429,0.271428571428571,0.1,0.4,0,0.2,0.4
"4047","0",0.4,0.434782608695652,0.521739130434783,0.330434782608696,0.6,0.8,0.8,0.9,0.8
"4048","0",0.2,0.344827586206897,0.344827586206897,0.327586206896552,0.6,0.3,0.2,0.2,0.5
"4049","1",0.4,0.434782608695652,0.304347826086957,0.330434782608696,0.7,0.8,0.8,0.9,0.8
"4050","1",0.6,0.465116279069767,0.325581395348837,0.309302325581395,0.7,0.8,0.7,0.7,0.7
"4051","0",0.38,0.357142857142857,0.357142857142857,0.339285714285714,0.4,0.4,0.4,0.4,0.4
"4052","0",0.8,0.431034482758621,0.275862068965517,0.327586206896552,0.5,0.6,0.6,0.7,0.4
"4053","0",0.5,0.238095238095238,0.333333333333333,0.361904761904762,0.7,0.8,0.7,0.7,0.7
"4054","0",0.5,0.460526315789474,0.473684210526316,0.2,0.4,0.7,0.6,0.7,0.7
"4055","0",0.2,0.416666666666667,0.388888888888889,0.263888888888889,0.5,0.6,0.5,0.7,0.7
"4056","0",0.5,0.606060606060606,0.363636363636364,0.287878787878788,0.4,0.5,0.6,0.6,0.6
"4057","0",0.333333333333333,0.394736842105263,0.368421052631579,0.3,0.6,0.5,0.5,0.5,0.5
"4058","0",0.4,0.441176470588235,0.411764705882353,0.223529411764706,0.5,0.6,0.6,0.6,0.6
"4059","0",0.6,0.367647058823529,0.352941176470588,0.335294117647059,0.3,0.6,0.5,0.7,0.7
"4060","0",0.4,0.46875,0.4375,0.296875,0.6,0.7,0.5,0.7,0.6
"4061","0",0.38,0.4375,0.4,0.2375,0.4,0.6,0.7,0.6,0.5
"4062","0",0.38,0.375,0.35,0.285,0.5,0.5,0.5,0.8,0.7
"4063","1",0.4,0.434782608695652,0.347826086956522,0.330434782608696,0.5,0.6,0.5,0.7,0.6
"4064","0",0.4,0.375,0.4,0.2375,0.4,0.4,0.5,0.7,0.7
